Treatment,target,differentia,policy,condition,score,dist_fun,Tree Comparison Metric,Num Column Bits,Num Differentia Bits
differentia=8+policy=RecencyProportionalResolution+target=64,64,8,RPR,ecoea,0.73891815,info,Mutual Clustering Information,64,8
differentia=8+policy=RecencyProportionalResolution+target=64,64,8,RPR,sharing,0.59156955,info,Mutual Clustering Information,64,8
differentia=8+policy=RecencyProportionalResolution+target=64,64,8,RPR,tournament,,info,Mutual Clustering Information,64,8
differentia=8+policy=RecencyProportionalResolution+target=64,64,8,RPR,lexicase,0.53130189,info,Mutual Clustering Information,64,8
differentia=8+policy=RecencyProportionalResolution+target=64,64,8,RPR,random,0.49739862,cid,Clustering Information Distance,64,8
differentia=8+policy=RecencyProportionalResolution+target=64,64,8,RPR,ecoea,0.88187568,cid,Clustering Information Distance,64,8
differentia=8+policy=RecencyProportionalResolution+target=64,64,8,RPR,sharing,0.57029131,cid,Clustering Information Distance,64,8
differentia=8+policy=RecencyProportionalResolution+target=64,64,8,RPR,tournament,1.0,cid,Clustering Information Distance,64,8
differentia=8+policy=RecencyProportionalResolution+target=64,64,8,RPR,lexicase,0.49939839,cid,Clustering Information Distance,64,8
differentia=8+policy=RecencyProportionalResolution+target=64,64,8,RPR,random,0.55443922,rf,Generalized Robinson-Foulds Similarity,64,8
differentia=8+policy=RecencyProportionalResolution+target=64,64,8,RPR,ecoea,0.09858057,rf,Generalized Robinson-Foulds Similarity,64,8
differentia=8+policy=RecencyProportionalResolution+target=64,64,8,RPR,sharing,0.42017511,rf,Generalized Robinson-Foulds Similarity,64,8
differentia=8+policy=RecencyProportionalResolution+target=64,64,8,RPR,tournament,0.0,rf,Generalized Robinson-Foulds Similarity,64,8
differentia=8+policy=RecencyProportionalResolution+target=64,64,8,RPR,lexicase,0.58734585,rf,Generalized Robinson-Foulds Similarity,64,8
differentia=8+policy=TaperedDepthProportionalResolution+target=4096,4096,8,TDPR,random,0.54309559,info,Mutual Clustering Information,4096,8
differentia=8+policy=TaperedDepthProportionalResolution+target=4096,4096,8,TDPR,ecoea,0.77923387,info,Mutual Clustering Information,4096,8
differentia=8+policy=TaperedDepthProportionalResolution+target=4096,4096,8,TDPR,sharing,0.71300752,info,Mutual Clustering Information,4096,8
differentia=8+policy=TaperedDepthProportionalResolution+target=4096,4096,8,TDPR,tournament,,info,Mutual Clustering Information,4096,8
differentia=8+policy=TaperedDepthProportionalResolution+target=4096,4096,8,TDPR,lexicase,0.55516873,info,Mutual Clustering Information,4096,8
differentia=8+policy=TaperedDepthProportionalResolution+target=4096,4096,8,TDPR,random,0.50616929,cid,Clustering Information Distance,4096,8
differentia=8+policy=TaperedDepthProportionalResolution+target=4096,4096,8,TDPR,ecoea,0.87342671,cid,Clustering Information Distance,4096,8
differentia=8+policy=TaperedDepthProportionalResolution+target=4096,4096,8,TDPR,sharing,0.47324102,cid,Clustering Information Distance,4096,8
differentia=8+policy=TaperedDepthProportionalResolution+target=4096,4096,8,TDPR,tournament,1.0,cid,Clustering Information Distance,4096,8
differentia=8+policy=TaperedDepthProportionalResolution+target=4096,4096,8,TDPR,lexicase,0.47469575,cid,Clustering Information Distance,4096,8
differentia=8+policy=TaperedDepthProportionalResolution+target=4096,4096,8,TDPR,random,0.54654778,rf,Generalized Robinson-Foulds Similarity,4096,8
differentia=8+policy=TaperedDepthProportionalResolution+target=4096,4096,8,TDPR,ecoea,0.12705271,rf,Generalized Robinson-Foulds Similarity,4096,8
differentia=8+policy=TaperedDepthProportionalResolution+target=4096,4096,8,TDPR,sharing,0.47414881,rf,Generalized Robinson-Foulds Similarity,4096,8
differentia=8+policy=TaperedDepthProportionalResolution+target=4096,4096,8,TDPR,tournament,0.0,rf,Generalized Robinson-Foulds Similarity,4096,8
differentia=8+policy=TaperedDepthProportionalResolution+target=4096,4096,8,TDPR,lexicase,0.61132479,rf,Generalized Robinson-Foulds Similarity,4096,8
differentia=8+policy=TaperedDepthProportionalResolution+target=512,512,8,TDPR,random,0.5436817,info,Mutual Clustering Information,512,8
differentia=8+policy=TaperedDepthProportionalResolution+target=512,512,8,TDPR,ecoea,0.78211568,info,Mutual Clustering Information,512,8
differentia=8+policy=TaperedDepthProportionalResolution+target=512,512,8,TDPR,sharing,0.58438899,info,Mutual Clustering Information,512,8
differentia=8+policy=TaperedDepthProportionalResolution+target=512,512,8,TDPR,tournament,,info,Mutual Clustering Information,512,8
differentia=8+policy=TaperedDepthProportionalResolution+target=512,512,8,TDPR,lexicase,0.53758344,info,Mutual Clustering Information,512,8
differentia=8+policy=TaperedDepthProportionalResolution+target=512,512,8,TDPR,random,0.52442493,cid,Clustering Information Distance,512,8
differentia=8+policy=TaperedDepthProportionalResolution+target=512,512,8,TDPR,ecoea,0.8850693,cid,Clustering Information Distance,512,8
differentia=8+policy=TaperedDepthProportionalResolution+target=512,512,8,TDPR,sharing,0.56873674,cid,Clustering Information Distance,512,8
differentia=8+policy=TaperedDepthProportionalResolution+target=512,512,8,TDPR,tournament,1.0,cid,Clustering Information Distance,512,8
differentia=8+policy=TaperedDepthProportionalResolution+target=512,512,8,TDPR,lexicase,0.48910738,cid,Clustering Information Distance,512,8
differentia=8+policy=TaperedDepthProportionalResolution+target=512,512,8,TDPR,random,0.54364234,rf,Generalized Robinson-Foulds Similarity,512,8
differentia=8+policy=TaperedDepthProportionalResolution+target=512,512,8,TDPR,ecoea,0.10492534,rf,Generalized Robinson-Foulds Similarity,512,8
differentia=8+policy=TaperedDepthProportionalResolution+target=512,512,8,TDPR,sharing,0.41515824,rf,Generalized Robinson-Foulds Similarity,512,8
differentia=8+policy=TaperedDepthProportionalResolution+target=512,512,8,TDPR,tournament,0.0,rf,Generalized Robinson-Foulds Similarity,512,8
differentia=8+policy=TaperedDepthProportionalResolution+target=512,512,8,TDPR,lexicase,0.58632479,rf,Generalized Robinson-Foulds Similarity,512,8
differentia=8+policy=TaperedDepthProportionalResolution+target=64,64,8,TDPR,random,0.47831995,info,Mutual Clustering Information,64,8
differentia=8+policy=TaperedDepthProportionalResolution+target=64,64,8,TDPR,ecoea,0.68449434,info,Mutual Clustering Information,64,8
differentia=8+policy=TaperedDepthProportionalResolution+target=64,64,8,TDPR,sharing,0.50361655,info,Mutual Clustering Information,64,8
differentia=8+policy=TaperedDepthProportionalResolution+target=64,64,8,TDPR,tournament,,info,Mutual Clustering Information,64,8
differentia=8+policy=TaperedDepthProportionalResolution+target=64,64,8,TDPR,lexicase,0.47847215,info,Mutual Clustering Information,64,8
differentia=8+policy=TaperedDepthProportionalResolution+target=64,64,8,TDPR,random,0.71147249,cid,Clustering Information Distance,64,8
differentia=8+policy=TaperedDepthProportionalResolution+target=64,64,8,TDPR,ecoea,0.9063332,cid,Clustering Information Distance,64,8
differentia=8+policy=TaperedDepthProportionalResolution+target=64,64,8,TDPR,sharing,0.72582082,cid,Clustering Information Distance,64,8
differentia=8+policy=TaperedDepthProportionalResolution+target=64,64,8,TDPR,tournament,1.0,cid,Clustering Information Distance,64,8
differentia=8+policy=TaperedDepthProportionalResolution+target=64,64,8,TDPR,lexicase,0.56157204,cid,Clustering Information Distance,64,8
differentia=8+policy=TaperedDepthProportionalResolution+target=64,64,8,TDPR,random,0.32223085,rf,Generalized Robinson-Foulds Similarity,64,8
differentia=8+policy=TaperedDepthProportionalResolution+target=64,64,8,TDPR,ecoea,0.08705949,rf,Generalized Robinson-Foulds Similarity,64,8
differentia=8+policy=TaperedDepthProportionalResolution+target=64,64,8,TDPR,sharing,0.27779412,rf,Generalized Robinson-Foulds Similarity,64,8
differentia=8+policy=TaperedDepthProportionalResolution+target=64,64,8,TDPR,tournament,0.0,rf,Generalized Robinson-Foulds Similarity,64,8
differentia=8+policy=TaperedDepthProportionalResolution+target=64,64,8,TDPR,lexicase,0.52863553,rf,Generalized Robinson-Foulds Similarity,64,8
